-0.63504,-0.5679,0.1823,-0.5935,-0.76004,0.30701,-0.61709,-0.56492,-0.89897,-0.64372,0
-0.52153,-0.40596,0.17429,-0.53984,-0.57762,0.095523,-0.53316,-0.40254,-0.82122,-0.56401,0
-0.39371,-0.09282,0.1823,-0.43794,-0.017279,-0.49608,-0.44237,-0.10014,-0.71584,-0.46964,0
-0.19234,0.074353,0.1823,-0.31188,0.77685,-1.0402,-0.21272,0.076992,-0.68908,-0.31109,0
-0.36331,-0.21846,-0.61071,-0.38461,0.60982,-1.0708,-0.35344,-0.21591,-0.79152,-0.44648,0
-0.57664,-0.35545,-0.61071,-0.66057,0.88211,-2.2864,-0.60005,-0.35387,-0.82246,-0.60319,0
-1.0235,-0.69548,-0.61071,-0.78949,0.095464,-2.0695,-1.0548,-0.7,-0.7681,-0.88747,0
-1.1557,-0.9066,-0.61071,-0.94375,-0.20987,-2.7495,-1.1498,-0.90431,-0.98926,-0.96017,0
-1.1279,-0.86055,-0.61071,-0.90042,-0.16253,-2.45,-1.1102,-0.85716,-0.99005,-0.94533,0
-1.1337,-0.90591,-0.61071,-0.84779,-0.3718,-1.699,-1.1159,-0.90269,-1.0257,-0.94842,0
-1.1264,-1.0245,-0.61071,-0.75844,-0.58663,-0.72937,-1.1056,-1.0215,-1.1267,-0.94452,0
-1.4299,-1.1662,-0.61071,-0.89407,-0.8101,-1.0203,-1.4126,-1.1628,-1.0712,-1.0944,0
-1.4391,-1.2979,-0.61071,-0.89968,-0.88727,-0.82943,-1.411,-1.295,-1.0505,-1.0985,0
-1.194,-1.2709,-0.61071,-0.87119,-0.70615,-1.1317,-1.2055,-1.2797,-1.1163,-0.98027,0
-0.59171,-0.8894,-0.61071,-0.65425,-0.0096236,-1.2516,-0.54484,-0.88646,-1.0104,-0.61375,0
-0.43942,-0.7225,-0.61071,-0.63218,0.40197,-1.6813,-0.38695,-0.7191,-0.8386,-0.50395,0
-0.4336,-0.69194,-0.61071,-0.65053,0.41207,-1.7697,-0.38439,-0.68834,-0.93493,-0.49962,0
-0.66249,-0.78313,-0.61071,-0.75042,0.5294,-2.3679,-0.68662,-0.79721,-0.83291,-0.66243,0
-1.2427,-1.2434,-0.61071,-0.89934,-0.83842,-0.9781,-1.2121,-1.2416,-0.96111,-1.0052,0
-1.4478,-1.3842,-0.61071,-0.84189,-1.0995,0.29837,-1.4075,-1.3808,-1.1217,-1.1023,0
-1.3685,-1.4465,-0.61071,-0.87449,-1.0548,-0.064005,-1.3254,-1.4443,-1.2444,-1.0663,0
-1.2953,-1.3366,-0.61071,-0.89044,-1.034,-0.2504,-1.2472,-1.3331,-1.2084,-1.0313,0
-1.3448,-1.3718,-0.61071,-0.93775,-1.0249,-0.66103,-1.3036,-1.3688,-1.1699,-1.0551,0
-1.382,-1.3982,-0.61071,-0.92855,-1.0638,-0.42429,-1.3369,-1.3948,-1.1503,-1.0726,0
-1.4875,-1.3838,-0.61071,-0.88083,-1.139,0.23614,-1.4541,-1.3803,-1.0712,-1.1197,0
-0.98523,-1.5011,-0.61071,-0.73927,-1.1921,1.0683,-0.90674,-1.4978,-1.4257,-0.86547,0
-0.58349,-1.3208,-0.61071,-0.63142,-1.1318,1.1584,-0.49662,-1.3174,-1.2605,-0.608,0
-0.46261,-1.2329,-0.61071,-0.74121,-0.92137,0.18554,-0.38345,-1.2311,-1.1347,-0.52111,0
1.82,2.7882,0.94358,1.8314,4.6976,-0.48156,1.7201,2.7902,-1.2728,1.9371,0
1.8098,2.9964,0.9753,2.3373,4.412,-0.081081,1.6984,2.9997,-0.79068,1.9227,0
1.7742,2.9394,0.95928,2.443,3.7514,0.19166,1.6686,2.9427,-0.8386,1.8726,0
1.7735,2.9517,0.9753,2.2925,4.2288,-0.046215,1.6625,2.9551,-0.87932,1.8716,0
-0.92203,-0.82075,-0.61071,-0.82258,-0.14891,-1.9155,-0.90281,-0.81855,-0.70706,-0.82815,0
-1.4086,-1.2612,-0.61071,-0.97596,-0.75109,-1.9626,-1.3852,-1.2587,-1.0066,-1.0848,0
-1.4669,-1.2567,-0.61071,-0.91411,-0.90984,-0.87264,-1.4456,-1.2534,-1.0451,-1.1107,0
-1.5313,-1.3596,-0.61071,-0.93521,-1.0321,-0.60989,-1.5163,-1.3584,-1.0493,-1.1383,0
-1.0697,-1.1518,-0.61071,-0.68256,-0.95272,0.49482,-1.0458,-1.1524,-0.90938,-0.91351,0
-1.1133,-1.071,-0.61071,-0.81172,-0.80093,-0.49681,-1.0968,-1.0703,-0.641,-0.93743,0
-1.1996,-1.0324,-0.61071,-0.8736,-0.74353,-1.0513,-1.1711,-1.0287,-0.51367,-0.98317,0
-1.0303,-0.86148,-0.61071,-0.69326,-0.55098,-0.49967,-1.0238,-0.86004,-0.35441,-0.89135,0
-0.72988,-0.80614,-0.61071,-0.94793,-0.45606,-2.3553,-0.68541,-0.80215,0.014301,-0.70739,0
-0.8274,-0.77203,-0.61071,-0.97909,-0.53192,-2.5265,-0.79692,-0.76825,0.091507,-0.77005,0
-0.45008,-0.63752,-0.61071,-0.77047,-0.20851,-1.5098,-0.41041,-0.63357,0.0022237,-0.51186,0
-0.37473,-0.76923,-0.61071,-0.70415,-0.36917,-0.89716,-0.3364,-0.76968,-0.11777,-0.45521,0
-0.9255,-1.0334,-0.61071,-0.73737,-0.62105,-0.55006,-0.88771,-1.031,-0.28551,-0.83023,0
-0.79239,-1.1612,-0.61071,-0.73117,-0.7548,-0.21056,-0.72998,-1.1581,-0.24155,-0.74788,0
-0.22683,-1.416,-0.61071,-0.61185,-1.2238,1.4842,-0.13573,-1.4144,-0.44312,-0.33911,0
