0.047924,0.08085,0.67349,-0.032113,-0.13954,0.50336,0.082611,0.093386,0.25733,-0.064658,0
0.10844,0.26143,0.87708,-0.094962,0.055453,-0.082104,0.1324,0.2832,-0.0083914,-0.026182,0
0.47565,0.38043,0.26632,0.35193,0.092861,0.27851,0.51573,0.40625,0.057935,0.22225,0
1.2102,0.83665,0.26632,1.4437,0.25347,0.63482,1.2698,0.88078,0.29237,0.79617,0
1.4586,1.0104,0.29506,2.0165,0.30098,0.78171,1.5459,1.067,0.40808,1.0134,0
1.7876,0.89056,0.062729,2.7983,0.070723,1.2389,1.9543,0.94429,0.18975,1.3193,0
1.4243,0.50858,-0.16426,1.5985,-0.097455,1.205,1.5839,0.54286,-0.30932,0.98274,0
0.41585,-0.35111,-0.78401,0.64602,-0.27427,1.2484,0.4725,-0.36586,-0.66007,0.18004,0
0.02934,-0.56875,-0.78401,0.027365,-0.13546,0.54562,0.076553,-0.59391,-0.6511,-0.076335,0
-0.17787,-0.4102,-0.99639,-0.090831,-0.16447,0.51958,-0.18582,-0.43524,-0.75302,-0.20208,0
-0.10545,-0.37061,-0.96925,0.22369,-0.28431,1.0906,-0.056105,-0.38272,-0.27179,-0.15906,0
-0.40613,-0.54725,-1.3809,-0.073,-0.29279,0.93164,-0.37847,-0.56858,-0.33638,-0.33115,0
-0.48126,-0.54486,-1.1705,-0.1582,-0.30513,0.90768,-0.46023,-0.56553,-0.047886,-0.37146,0
-1.1426,-0.97995,-1.7648,-0.79188,-0.30199,-0.01311,-1.249,-1.0414,0.34182,-0.68,0
-1.1976,-0.67732,-0.73486,-0.83414,-0.20286,-0.64181,-1.2653,-0.70443,0.41863,-0.7019,0
-1.2414,-0.74089,-0.94084,-0.87207,-0.23844,-0.59107,-1.316,-0.77197,0.42876,-0.71894,0
-0.73778,-0.34349,-0.50926,-0.6064,-0.10508,-0.43941,-0.77729,-0.35325,0.49153,-0.50101,0
0.27194,-0.11784,0.64073,0.45279,-0.025872,0.60181,0.31855,-0.11825,-0.066442,0.081262,0
1.1518,0.12998,0.26632,1.5311,-0.10474,1.1989,1.3043,0.14433,0.19851,0.74678,0
1.9893,0.76486,0.94979,2.941,0.0484,1.2876,2.2017,0.81259,0.53893,1.5171,0
2.0796,0.64469,0.87708,3.0796,-0.031598,1.3952,2.3086,0.68483,0.17807,1.608,0
1.9584,0.71485,0.32448,2.4447,0.013123,1.2408,2.1579,0.75966,0.5526,1.4862,0
1.387,0.45857,0.50104,1.4509,0.069091,0.90618,1.545,0.48863,0.26501,0.94962,0
0.44635,0.12461,0.23824,0.31997,0.17445,0.085658,0.51025,0.13748,-0.12582,0.20148,0
-0.092049,-0.017751,0.036988,-0.13219,0.095513,-0.22921,-0.0854,-0.0128,-0.1419,-0.15099,0
-0.26561,0.08126,-0.14086,-0.51561,0.43914,-1.7296,-0.35276,0.084234,0.037077,-0.25287,0
-0.16451,-0.079205,-0.34445,-0.1639,-0.044139,0.095118,-0.14393,-0.075194,0.24774,-0.19422,0
-0.14199,-0.016735,-0.092386,-0.27173,0.046443,-0.30107,-0.12389,-0.0090603,0.58121,-0.18089,0
-0.079352,0.11712,0.14367,-0.21095,0.17672,-0.53877,-0.075263,0.13219,0.81989,-0.14331,0
-0.6998,-0.50208,-0.70011,-0.57549,-0.18606,-0.066589,-0.71463,-0.5197,1.1467,-0.48262,0
-1.0521,-0.85141,-1.1346,-0.94216,-0.21988,-0.9575,-1.1167,-0.89494,0.74735,-0.6427,0
-0.68903,-0.8919,-1.3717,-0.85235,-0.26054,-0.40917,-0.65867,-0.92976,0.093963,-0.47736,0
-0.56125,-0.91091,-1.573,-0.61372,-0.30068,0.35487,-0.54064,-0.94949,0.025925,-0.4132,0
-0.56573,-0.55481,-0.36551,-0.54789,-0.078891,-0.40698,-0.56809,-0.57638,-0.23509,-0.4155,0
-0.72098,-0.54834,-0.36551,-0.63518,-0.080921,-0.59414,-0.74176,-0.5696,-0.1687,-0.49291,0
-0.45939,-0.35147,-0.14086,-0.65332,0.15907,-1.4085,-0.49446,-0.36273,-0.068043,-0.35983,0
0.19975,0.11898,0.4699,-0.15687,0.28834,-0.70952,0.16445,0.12336,-0.1498,0.0332,0
0.016842,-0.14577,-0.36551,-0.077017,-0.18737,0.60046,0.067489,-0.14548,-0.14273,-0.08415,0
0.087081,-0.016441,0.26632,-0.11377,-0.01723,0.082455,0.1368,-0.0089369,-0.15773,-0.03984,0
-0.36444,-0.37547,-0.52887,-0.45209,-0.14074,-0.014152,-0.34771,-0.38746,0.31185,-0.30831,0
-1.2865,-0.77162,-0.32289,-1.0328,-0.19017,-1.5618,-1.4059,-0.80757,0.60898,-0.73613,0
-0.68972,-0.65935,-0.14086,-0.94414,-0.073415,-1.6553,-0.67769,-0.68484,-0.04218,-0.47769,0
-0.20584,-0.55506,-0.36551,-0.57981,-0.060825,-0.53752,-0.15237,-0.57651,-0.15304,-0.21843,0
0.11805,0.051642,1.0066,-0.46276,0.13001,-0.86849,0.14799,0.061793,-0.49292,-0.020005,0
-0.00049523,-0.056032,0.38069,-0.55953,0.077451,-0.93245,0.0036824,-0.051458,-0.6712,-0.094944,0
0.14239,0.18882,0.87708,-0.24904,-0.016639,-0.093653,0.17565,0.20645,0.15722,-0.0042856,0
-0.13817,0.23189,1.325,-0.66169,0.13403,-1.3605,-0.1841,0.2476,0.57437,-0.17862,0
